date,decision,prob,explanation,strategic_journal,feeling_log,position,next_return_1d,strategy_return,cumulative_return,position_duration,position_changed,previous_decision,previous_return
2017-05-25,BUY,0.79,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,0.0310550004761767,0.0310550004761767,-0.7647608186084347,1,True,HOLD,0.0
2017-05-26,SELL,0.81,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,-0.120455994237989,0.120455994237989,-0.6443048243704457,1,True,BUY,0.0310550004761767
2017-05-30,SELL,0.54,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-0.0460025446452516,0.0460025446452516,-0.5983022797251941,2,False,SELL,0.120455994237989
2017-05-31,HOLD,0.59,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,0.7571108715482167,0.0,-0.5983022797251941,1,True,SELL,0.0460025446452516
2017-06-01,BUY,0.65,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,0.3707727381216941,0.3707727381216941,-0.22752954160350003,1,True,HOLD,0.0
2017-06-02,HOLD,0.54,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,-0.1217677229435887,-0.0,-0.22752954160350003,1,True,BUY,0.3707727381216941
2017-06-05,BUY,0.85,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,-0.2779032059439301,-0.2779032059439301,-0.5054327475474301,1,True,HOLD,-0.0
2017-06-06,SELL,0.82,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,0.1568333655781684,-0.1568333655781684,-0.6622661131255985,1,True,BUY,-0.2779032059439301
2017-06-07,BUY,0.55,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,0.0267144512851702,0.0267144512851702,-0.6355516618404282,1,True,SELL,-0.1568333655781684
2017-06-08,SELL,0.65,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-0.0829981222702058,0.0829981222702058,-0.5525535395702225,1,True,BUY,0.0267144512851702
2017-06-09,SELL,0.78,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,-0.0978710980068076,0.0978710980068076,-0.45468244156341486,2,False,SELL,0.0829981222702058
2017-06-12,HOLD,0.79,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,0.4511420562363311,0.0,-0.45468244156341486,1,True,SELL,0.0978710980068076
2017-06-13,BUY,0.43,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling uncertain but maintaining discipline in decision-making.,1.0,-0.0995758805089397,-0.0995758805089397,-0.5542583220723546,1,True,HOLD,0.0
2017-06-14,SELL,0.54,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,-0.2239614097263254,0.2239614097263254,-0.3302969123460292,1,True,BUY,-0.0995758805089397
2017-06-15,SELL,0.85,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,0.0283663451814186,-0.0283663451814186,-0.3586632575274478,2,False,SELL,0.2239614097263254
2017-06-16,SELL,0.75,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,0.834720424141544,-0.834720424141544,-1.1933836816689918,3,False,SELL,-0.0283663451814186
2017-06-19,SELL,0.78,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling uncertain but maintaining discipline in decision-making.,-1.0,-0.6696665117833511,0.6696665117833511,-0.5237171698856407,4,False,SELL,-0.834720424141544
2017-06-20,BUY,0.64,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,-0.0582676454536912,-0.0582676454536912,-0.5819848153393319,1,True,SELL,0.6696665117833511
2017-06-21,BUY,0.49,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,-0.0455737987608895,-0.0455737987608895,-0.6275586141002214,2,False,BUY,-0.0582676454536912
2017-06-22,HOLD,0.51,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling uncertain but maintaining discipline in decision-making.,0.0,0.1560895461080402,0.0,-0.6275586141002214,1,True,BUY,-0.0455737987608895
2017-06-23,HOLD,0.45,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling cautiously optimistic about current market conditions.,0.0,0.0315793790755858,0.0,-0.6275586141002214,2,False,HOLD,0.0
2017-06-26,HOLD,0.57,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,-0.8072749039592986,-0.0,-0.6275586141002214,3,False,HOLD,0.0
2017-06-27,SELL,0.83,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling cautiously optimistic about current market conditions.,-1.0,0.8808041729699401,-0.8808041729699401,-1.5083627870701615,1,True,HOLD,-0.0
2017-06-28,HOLD,0.6,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling cautiously optimistic about current market conditions.,0.0,-0.8600027041533398,-0.0,-1.5083627870701615,1,True,SELL,-0.8808041729699401
2017-06-29,BUY,0.5,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,0.1533247923296343,0.1533247923296343,-1.355037994740527,1,True,HOLD,-0.0
2017-06-30,SELL,0.57,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,0.2310793468707439,-0.2310793468707439,-1.586117341611271,1,True,BUY,0.1533247923296343
2017-07-03,HOLD,0.71,Market conditions are uncertain. Waiting for clearer signals before taking a position.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests hold positioning.,Feeling confident in the analysis but aware of potential risks.,0.0,0.1453266968847177,0.0,-1.586117341611271,1,True,SELL,-0.2310793468707439
2017-07-05,BUY,0.48,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling confident in the analysis but aware of potential risks.,1.0,-0.936880791271677,-0.936880791271677,-2.522998132882948,1,True,HOLD,0.0
2017-07-06,SELL,0.52,Risk indicators are elevated. Taking a defensive position to protect capital.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests sell positioning.,Feeling confident in the analysis but aware of potential risks.,-1.0,0.6403153854134258,-0.6403153854134258,-3.163313518296374,1,True,BUY,-0.936880791271677
2017-07-07,BUY,0.85,Market indicators suggest upward momentum. Technical analysis shows bullish patterns.,Reviewing recent performance and adjusting strategy accordingly. Current market regime suggests buy positioning.,Feeling cautiously optimistic about current market conditions.,1.0,0.0927766186427314,0.0927766186427314,-3.0705368996536424,1,True,SELL,-0.6403153854134258
